claim_id,patent_application_id,cited_document_id,text,text_b,label,_date,_row_id,_component_id,_supercomponent_id,_priority_component_id
169018_1,EP3010081A1,EP2733785,The mobile device as claimed in claim 9 further comprisingan antenna support element disposed adjacent to the hinge wherein the antenna support element is configured to fix the antenna system and a hinge cover element covering the antenna support element and the antenna system wherein the antenna system is coupled to the system end upper cover or the system end lower cover.,FIG.1 is a structure diagram of a communication device according to a first embodiment of the invention.Referring to FIG.1 in the present embodiment the communication device 1 includes a first antenna 11 a second antenna 12 an isolation element 13 and a ground element 14.The first antenna 11 the second antenna 12 the isolation element 13 and the ground element 14 form an antenna system and the antenna system is adjacent to a conductive plane 15.The communication device 1 may be a notebook computer or a tablet computer and the conductive plane 15 may be disposed on a supporting backplate of a top cover of the notebook computer or on a supporting backplate of the tablet computer.,1,2016-04-20,pm_row_0005076,component_000958,supercomponent_000495,pc_4702451400e8
35616_0,EP2730236A1,EP2236099,A staple cartridge for use with a surgical stapling apparatus the staple cartridge comprising a cartridge body including a tissue contacting surface defining a plurality of staple retaining slots and having at least one recessed groove defined therein a staple disposed within each staple retaining slot of the cartridge body a surgical buttress configured and dimensioned to substantially overlie at least a portion of the staple retaining slots of the cartridge body andat least one suture disposed within the at least one recessed groove of the cartridge body and configured to retain the surgical buttress atop the tissue contacting surface.,Referring now to FIGS.1 and 610 the use of anvil assembly 10 will now be described.With reference to FIGS.6 and 7 and as described herein above in the initial position release bar 60 is in a first or proximal most position maintaining cinch track 50 in a first or vertically highest position relative to anvil member 26 thereby maintaining tension of backspan 58 of distal suture 32 against distal end 36 of strip of buttress material 30.,0,2014-05-14,pm_row_0005158,component_001072,supercomponent_000441,pc_290a4a0fbbac
35612_0,EP2730236A1,EP2236099,The end effector of any of claims 3 to 5 wherein the distal recessed groove is positioned proximally from a distal end of the central longitudinal slot on each of the staple cartridge and anvil plate.,In order to secure a proximal end 38 of buttress material 30 against anvil member 26 anvil member 26 is provided with a pair of slots 68 and 70 which are configured to securely receive first and second sides 72 and 74 of proximal suture 34.The proximal suture can be preformed in a shape or comprise an ordinary suture wrapped around the anvil member so as to define first side 72 second side 74 and backspan 76.The backspan 76 of proximal suture 34 engages proximal end 38 of buttress material 30 to secure proximal end 38 against anvil member 26.,0,2014-05-14,pm_row_0005207,component_001072,supercomponent_000441,pc_290a4a0fbbac
14130_0,EP2781203A1,EP2404571,The implantable medical device according to any preceding claim wherein the implant further comprises at least one therapeutic agent.,In FIG.6 medical device 410 is a surgical mesh 415 which includes a plurality of spiked naps 417 for grabbing tissue andor other portions of the mesh.Detachable film layer 420 andpolymeric film layer 425 are positioned on a portion of surgical mesh 415 which does not include spiked naps 417.However in embodiments such as those shown in FIG.7 detachable layer 520 and polymeric layer 525 may be positioned on a portion of surgical mesh 515 which includes spiked naps 517.This embodiment may be advantageous when mesh fixation can be delayed.For example the surgeon has time to position the mesh and once positioned the detachable layer can dissolve enabling the spiked naps 517 to anchor mesh in the predetermined position.,0,2014-09-24,pm_row_0005235,component_001213,supercomponent_000248,pc_60fd5eefefaa
163286_0,EP3076666A1,EP1933507,The video intercom device of Claim 1 wherein the indoor master unit requests switching from the first communication method to the second communication method at a timing at which the main power source of the front door slave unit turns on.,As can be easily seen by a person skilled in the art the requirements of multihop capable and lowpower are contradictory per se.In a multihop network one relies on neighbour lowpower nodes to forward messages.But neighbour nodes in sleepingmode will never hear the message to be forwarded.Therefore in order to allow for lowpower operation yet at the same time allow multihop network operation some synchronization in the sleep and wakeup cycles of nodes is needed at least between neighbouring nodes.,0,2016-10-05,pm_row_0005318,component_001094,supercomponent_000472,pc_107b0fa4cbf5
16319_0,EP2626550A1,EP2306004,A computer readable storage medium comprising program code which when executed on a controller of a wind turbine or of a wind park carries out the method of one of the preceding claims.,In the exemplary embodiment wind turbine 10 also includes at least one anemometer 56 for measuring wind speed andor wind direction.In a particular embodiment wind turbine 10 is coupled to a plurality of anemometers 56 at a plurality of locations proximate to andor remote from wind turbine 10 at one or more heights.In the exemplary embodiment one or more anemometers 56 are coupled in electronic data communication to control system 30 for sending measurement signals to control system 30 for processing andor receiving suitable signals from control system 30.In the exemplary embodiment one or more anemometers 56 are configured to detect a plurality of wind conditions including without limitation wind direction wind velocity wind shear wind gradient and turbulence intensity.,0,2013-08-14,pm_row_0005339,component_001125,supercomponent_000393,pc_511289043c35
142745_0,EP3007419A1,EP2501114,Method for communication between a host device HDEV and an accessory device ADEV with an active device AUD wherein the method comprisesconnecting the host device HDEV and the accessory device ADEV via a data cable 4PACdetecting by means of the accessory device HDEV whether the host device HDEV is capable of providing a power supply for operating the active device AUD via a first line LM of the data cable 4PACoperating the accessory device HDEV in a power mode of operation depending on the detectioncoupling a power input of the active device AUD to the first line LM when the accessory device ADEVD is operated in the power mode andcoupling a data input of the active device AUD to a second line LR of the data cable 4PAC when the accessory device ADEV is operated in the power mode.,When it is determined that at least one of the switches 240 has been engaged the measurement module 120 is operable to activate and deactivate the bias voltage source e.g.by using the switch SM and then take a first and second measurement of the voltage at the bias point B.The first measurement is taken while the bias voltage source is activated and the second measurement is taken while the bias voltage source is deactivated.,0,2016-04-13,pm_row_0005346,component_000953,supercomponent_000297,pc_e845a1d70baf
16293_0,EP2626550A1,EP2306004,A method of controlling noise emission from a wind turbine comprising at least one rotor blade 1 2 3 the method comprising Providing wind shear data comprising wind shear values as a function of height over ground Determining an expected noise emission based on the wind shear data and Controlling the wind turbine to reduce noise emission from the wind turbine in accordance with the expected noise emission.,In the exemplary embodiment determining initial acoustic emission 130 of wind turbine 10 includes detecting a sound level at a location proximate to wind turbine 10 using sensor 65.Alternatively determining initial acoustic emission 130 includes detecting a perceived sound level at a location remote from wind turbine 10 using sensor 65.In the exemplary embodiment sensor 65 detects an acoustic emission and transfers 165 data associated with the detected acoustic emission to control system 30.,0,2013-08-14,pm_row_0005366,component_001125,supercomponent_000393,pc_511289043c35
174143_1,EP3131331A1,EP1545040,The method of claim 8 wherein the transmission symbols comprise OFDM symbols.,The basic principle of Node B controlled time and rate scheduling is to allow theoretically only a subset of the user equipments to transmit at a given time such that the desired total noise rise at the Node B is not exceeded.Instead of sending updown commands to expandreduce the Node B controlled TFC Subset by one step a Node B may update the transport format combination subset to any allowed value through explicit signaling e.g.by sending a TFCS indicator which could be a pointer.,1,2017-02-15,pm_row_0005387,component_000357,supercomponent_001343,pc_6957646884b8
51705_1,EP2730236A1,EP2311386,The staple cartridge claim 8 wherein the at least one recessed groove extends from a first outer side edge to a second outer side edge of the staple cartridge.,With reference still to FIG.2 anvil assembly 300 includes an anvil plate 310 having a plurality of staple deforming pocketscavities 310a see FIG.9 and a cover plate 320 secured to a top surface of anvil plate 310.Anvil assembly 300 further includes a knife blade 330 operatively interposed within the cavity defined between anvil plate 310 and cover plate 320.,1,2014-05-14,pm_row_0005467,component_001072,supercomponent_000441,pc_290a4a0fbbac
2988_0,EP2521392A1,EP2083591,The method of any of the preceding claims further comprising calculating a ratio between the allocated resources and a coexistence value for each of the wireless network served by the apparatus and the neighboring wireless networks.calculating a product of an average of the coexistence value divided by an average of previously allocated resources normalizing the ratios by the calculated product for each of the wireless network served by the apparatus and the neighboring wireless networks calculating a variance of the normalized ratios for each of the wireless network served by the apparatus and the neighboring wireless networks as a spread factor calculating a difference between a maximum value and a minimum value of the normalized ratios as a width factor and determining if a sum of the spread factor and a square of the width factor is less than a predefined threshold indicating that the allocation of resources is fair.,Each preferred spectrum configuration may comprise one or more suggested chunks of spectrum for allocation respectively to one or more of the wireless communications systems involved in the spectrum assignment process.The averaging may comprise calculating a final chunk of spectrum for each of the said wireless communications systems by summing all of the suggested chunks of spectrum for allocation to that wireless communications system and dividing by the number of wireless communications systems involved in the spectrum assignment process.,0,2012-11-07,pm_row_0005471,component_000075,supercomponent_000250,pc_f84ac3d19a4d
59384_0,EP2860786A1,EP2461393,The secondary battery of claim 1 wherein the plurality of variable plates 12 have a stacked structure.,That is the first electric connection path L1 is formed between the column unit 22a of the positive electrode terminal 22 and the terminal plate 22d when the rechargeable battery 400 normally operates.Here the first and second resistance units 371 and 372 do not influence the output of the normally operating rechargeable battery 400 in spite of high electrical resistance value.,0,2015-04-15,pm_row_0005474,component_001211,supercomponent_000234,pc_a8e5f796d82c
51704_1,EP2730236A1,EP2311386,A staple cartridge for use with a surgical stapling apparatus the staple cartridge comprising a cartridge body including a tissue contacting surface defining a plurality of staple retaining slots and having at least one recessed groove defined therein a staple disposed within each staple retaining slot of the cartridge body a surgical buttress configured and dimensioned to substantially overlie at least a portion of the staple retaining slots of the cartridge body andat least one suture disposed within the at least one recessed groove of the cartridge body and configured to retain the surgical buttress atop the tissue contacting surface.,Body portion 520 of buttress 500 further defines two pairs of opposing proximal recesses 526a 526b formed near a proximal end thereof.Each of the pair of proximal recesses 526a 526b is disposed on a transverse side of body portion 520 near the proximal edge thereof.Such proximal recesses 526a 526b serve to detachably secure buttress 500 to a proximal end of anvil assembly 300 andor cartridge assembly 200.In order to accommodate various types of profiles body portion 520 of buttress 500 preferably has been provided with two pairs of opposing recesses a first proximal pair 526a and a second proximal pair 526b located distal of the first proximal pair 526a.Each of the proximal pair of recesses 526a 526b has a substantially vshape profile although other shapes are contemplated.,1,2014-05-14,pm_row_0005515,component_001072,supercomponent_000441,pc_290a4a0fbbac
80339_0,EP2962647A1,EP1702570,The apparatus according to claim 1 wherein the core ring is configured and dimensioned to receive the shaft of the anvil component therethrough.,In one embodiment structure 100 is sized such that when structure 100 is operatively associated with stapling device 10 as will be described in greater detail below outer ring 106 extends radially beyond staple retaining pockets 36 see FIG.1 of staple cartridge assembly 22.Additionally aperture 108 of structure 100 is sized to at least receive shaft 28 of anvil assembly 30 therethrough.In another embodiment the distance between outer ring 106 and inner ring 102 is substantially equal to a width of a tissue contacting surface 24 see FIG.1 of staple cartridge assembly 22.,0,2016-01-06,pm_row_0005522,component_001213,supercomponent_000248,pc_60fd5eefefaa
141638_1,EP3135222A1,EP1702570,The invention of claim 3 wherein the at least one medicant is eluted upon the absorption or dissolution of the fibers.,As noted above in some embodiments a minor portion of a nonabsorbable material may also be incorporated into inner ring 102 outer ring 106 or both.,1,2017-03-01,pm_row_0005540,component_001213,supercomponent_000248,pc_60fd5eefefaa
59391_0,EP2860786A1,EP2461393,The secondary battery of one of claims 3 to 5 wherein the upper noncoating portion 22 is at one upper portion around a portion of the throughhole 16 of each of the plurality of variable plates 12 and wherein the lower noncoating portion 24 is at an other lower portion around another portion of the throughhole 16 of each of the plurality of variable plates 12.,That is the first electric connection path L1 is formed between the column unit 22a of the positive electrode terminal 22 and the terminal plate 22d when the rechargeable battery 400 normally operates.Here the first and second resistance units 371 and 372 do not influence the output of the normally operating rechargeable battery 400 in spite of high electrical resistance value.,0,2015-04-15,pm_row_0005545,component_001211,supercomponent_000234,pc_a8e5f796d82c
8940_1,EP2546905A1,EP2048734,The electrode assembly of any one of claims 1 to 5 wherein the first and second uncoated parts 211 221 have protruding portions that function as electrode tabs.,The ceramic filler forming the ceramic layer is made of at least one of alumina Al2O3 silica SiO2 zirconium oxide ZrO2 and titanium oxide BaTiO3 TiO2.The ceramic filler can have a spherical shape a dumbbell shape an oval shape or an amorphous shape.The particle size of the ceramic filler can be 0.1 m to 0.7 m.Furthermore the thickness of the ceramic layer ranges from 1 m to 40 m preferably 1 m to 30 m and pore size ranges from 40 nm to 200 nm.,1,2013-01-16,pm_row_0005562,component_000108,supercomponent_001228,pc_6fb8a184cf28
35626_0,EP2730236A1,EP2236099,The staple cartridge of any of claims 10 to 12 wherein the distal recessed groove is positioned proximally from a distal end of the central longitudinal slot on the staple cartridge.,Once knife bar 154 has reached a distal most position pressure on trigger 22 may be released allowing anvil member 10 to move to the open position relative to staple cartridge 18 FIG.1.As anvil assembly 10 is moved to the open position distal end 36 of strip of buttress material 30 being stapled the tissue pulls free through gap 162 allowing distal end 36 to separate from anvil member 26.As noted herein above and as shown in FIG.2 perforation line 48 is formed in distal end 36 of strip of buttress material 30 allowing strip of buttress material 30 to separate into halves generally along the cut line formed by knife blade 156 through strip of buttress material 30.In this manner anvil assembly 10 allows for simple and easy assembly of a strip of buttress material 30 to with anvil member 26 and more importantly allows for easy release of distal end 36 of a strip of buttress material 30 from anvil member 26.,0,2014-05-14,pm_row_0005571,component_001072,supercomponent_000441,pc_290a4a0fbbac
146631_0,EP3001481A1,EP2757614,A rechargeable battery 100 comprising a case 26 an electrode assembly 10 accommodated in the case 26 a cap plate 20 sealing an opening of the case 26 terminals 31 41 231 electrically coupled to the electrode assembly 10 and penetrating the cap plate 20 terminal plates 32 42 on the cap plate 20 wherein each of the terminal plates 32 42 is coupled to a respective one of the terminals 31 41 231 and a connecting member 33 130 230 including a sinuous body 33a 130a 230a located between the cap plate 20 and the terminal plate 32 42 to electrically couple the cap plate 20 and the terminal plate 32 42.,A first terminal 120 and a second terminal 130 electrically connected to the first electrode plate 111 and the second electrode plate 112 are coupled to opposite ends of the electrode assembly 110.,0,2016-03-30,pm_row_0005572,component_001211,supercomponent_000234,pc_a8e5f796d82c
159414_1,EP3061409A1,EP2724674,The surgical apparatus of Claim 22 wherein means for disabling the handle module comprises means for disabling the electric motor.,The battery 156 and the motor 164 are coupled to a motor driver circuit 404 disposed on the circuit board 154 which controls the operation of the motor 164 including the flow of electrical energy from the battery 156 to the motor 164.The driver circuit 404 includes a plurality of sensors 408a 408b...408n configured to measure operational states of the motor 164 and the battery 156.The sensors 408an may include voltage sensors current sensors temperature sensors pressure sensors telemetry sensors optical sensors and combinations thereof.The sensors 408a408n may measure voltage current and other electrical properties of the electrical energy supplied by the battery 156.The sensors 408a408n may also measure rotational speed as revolutions per minute RPM torque temperature current draw and other operational properties of the motor 164.RPM may be determined by measuring the rotation of the motor 164.Position of various drive shafts e.g.rotatable drive connectors 118 120 122 of Fig.6 may be determined by using various linear sensors disposed in or in proximity to the shafts or extrapolated from the RPM measurements.In embodiments torque may be calculated based on the regulated current draw of the motor 164 at a constant RPM.In further embodiments the driver circuit 404 andor the controller 406 may measure time and process the abovedescribed values as a function thereof including integration andor differentiation e.g.to determine rate of change of the measured values and the like.,1,2016-08-31,pm_row_0005584,component_000617,supercomponent_000427,pc_3096e181f8d0
173585_0,EP3131331A1,EP1833203,The method of any of claim 111 wherein each subpacket transmission contains different information than the previous one such that every transmission provides a receiver with additional information.,Relative grants can be sent as already mentioned before from a serving cell as well as from a nonserving cell.,0,2017-02-15,pm_row_0005605,component_000357,supercomponent_001343,pc_6957646884b8
100692_1,EP2947637A1,EP2685440,The computerimplemented method of predicting with high accuracy a descent trajectory of claim 11 wherein the speed reduction in case of nonidle regime 250 is defined by an aircraft intent description comprising a first 550 and a second 560 longitudinal thread defining the vertical profile which can be described by means of the AIDL as followsthe first longitudinal thread 550 is described by a SpeedLaw CAS SLCAS instruction which ends at a floating trigger defined by 250kn of CAS followed by a HoldSpeed CAS HSCAS instruction which ends at a floating trigger defined by of 1000ft of pressure altitude at which leveloff segment ends andsimultaneously the second longitudinal thread 560 is defined by a HoldAltitude HAHp instruction whose end trigger is linked to the end trigger of the first longitudinal thread.,Evolving the candidate aircraft intents may comprise evolving the instructions.For example the types ofinstructions may vary or the values an instruction defines may vary.,1,2015-11-25,pm_row_0005616,component_001217,supercomponent_000239,pc_33fd0562cfb7
84147_0,EP2905000A1,EP2679209,A method according to claim 9 whereby the absorbent material 100 is a particulate superabsorbent polymer material.,The core making system 100102 can also includes a guide roller 128 for guiding the formed absorbent core from a nip 130 between the first rotatable support rolls 140 and the laying drum and a further compression point formed by two calendaring rolls 132 for compressing the first and second absorbent layers to a desired density.Typically the cores of the invention may have a density of from 0.05 to 0.5 gcm3 after production but other values are of course not excluded for example further compression may happen when the core is integrated in an article or during packing of this article.A Cwrap folding unit and a cutting unit may also be present not represented.,0,2015-08-12,pm_row_0005647,component_000740,supercomponent_001370,pc_3fc1ec3ca0c9
2994_0,EP2521392A1,EP2083591,The apparatus of claim 10 further comprising means for transmitting the resource allocation to the served wireless network and to each of the one or more neighboring wireless networks if the determination indicates that the served wireless network and each of the one or more neighboring wireless networks has at least one of resources corresponding with the requested resources or a fair portion of available resources to operate.,The term mobile communications apparatus when used herein may relate to wireless equipment which is capable of undertaking wireless communications with one or both of the wireless communications systems.For example the term may relate to user equipment userportable wireless equipment for example a mobile telephone personal digital assistant laptop or PC to an RFID tagnode or wireless sensor node or to a device having WiMAX functionality.,0,2012-11-07,pm_row_0005649,component_000075,supercomponent_000250,pc_f84ac3d19a4d
85344_1,EP2860786A1,EP2757614,The secondary battery of claim 4 wherein the upper and lower noncoating portions 22 24 are at positions not overlapped with each other on respective ones of the plurality of variable plates 12.,In another possible embodiment the insulation layer may be coupled to the fastening plate.,1,2015-04-15,pm_row_0005675,component_001211,supercomponent_000234,pc_a8e5f796d82c
2986_0,EP2521392A1,EP2083591,The method of claim 1 or claim 2 further comprising determining a quality factor for each of the wireless network served by the apparatus and the neighboring wireless networks the quality factor representing quality of the allocation for the respective wireless network and normalizing the quality factor for each of the wireless network served by the apparatus and the neighboring wireless networks.,Calculating the final spectrum configuration may comprise averaging the preferred spectrum configurations.In one arrangement the wireless communications system e.g.its gateway currently in charge may consider all the suggested LT spectrum assignments preferred spectrum configurations to come up with a unique LT spectrum assignment final spectrum configuration.For example to have a fair LT spectrum assignment it may average the suggested spectrum chunks over the number of suggested assignments to come up with the final LT spectrum assignment.,0,2012-11-07,pm_row_0005751,component_000075,supercomponent_000250,pc_f84ac3d19a4d
169247_1,EP3009082A1,EP2764826,A surgical stapling apparatus for stapling tissue comprising a cartridge body comprising a proximal end a distal end a deck comprising a tissuesupporting surface a well defined in said deck a plurality of staple cavities wherein at least one of said staple cavities is defined in said well a plurality of staples removably stored in said staple cavities a layer positioned above said deck wherein said staples are configured to implant said layer against the tissue when said staples are ejected from said staple cavities wherein said layer extends into said well and wherein the interaction between said layer and said well is configured to reduce relative movement between said layer and said cartridge body.,In various embodiments referring now to FIG.152 a staple cartridge such as staple cartridge 14900 for example can comprise a support portion 14910 and in addition a tissue thickness compensator 14920 positioned against the support portion 14910.Similar to the above the support portion 14910 can comprise staple drivers which can be lifted upwardly by a stapledeploying sled in order to lift staples such as staples 10030 for example at least partially positioned within the support portion 14910 toward an anvil such as anvil 10060 for example positioned opposite the staple cartridge 14900.In certain embodiments the support portion 14910 can comprise six rows of staple cavities such as two outer rows of staple cavities two inner rows of staple cavities and two intermediate rows of staple cavities positioned intermediate the inner rows and the outer rows for example wherein the anvil 10060 can comprise six rows of forming pockets 10062 aligned or at least substantially aligned with the staple cavities.In variousembodiments the inner rows of staple cavities can include staple drivers 14940a positioned therein the intermediate rows of staple cavities can include staple drivers 14940b positioned therein and the outer rows of staple cavities can include staple drivers 14940c positioned therein wherein each of the staple drivers 14940a can include a cradle 14949a configured to support a staple 10030 wherein each of the staple drivers 14940b can include a cradle 14949b configured to support a staple 10030 and wherein each of the staple drivers 14940c can include a cradle 14949c configured to support a staple 10030.In their unfired positions i.e.when the staple drivers 14940a14940c are sitting on driver supports 14926 which extend underneath the support portion 14910 the cradles 14949a of the staple drivers 14940a can be positioned closer to the anvil 10060 than the cradles 14949b of the staple drivers 14940b and the cradles 14949c of the staple drivers 14940c.In such a position a first forming distance can be defined between the cradles 14949a and the forming pockets 10062 positioned over the cradles 14949a a second forming distance can be defined between the cradles 14949b and the forming pockets 10062 positioned over the cradles 14949b and a third forming distance can be defined between the cradles 14949c and the forming pockets 10062 positioned over the cradles 14949c wherein in various embodiments the first forming distance can be shorter than the second forming distance and the second forming distance can be shorter than the third forming distance for example.When the staple drivers 14940a14940c are moved from their unfired positions FIG.152 to their fired positions each staple driver 14940a14940c can be moved upwardly an equal or an at least substantially equal distance toward the anvil 10060 by the stapledeploying sled such that the first drivers 14940a drive their respective staples 10030 to a first formed height the second drivers 14940b drive their respective staples 10030 to a second formed height and the third drivers 14940c drive their respective staples 10030 to a third formed height wherein the first formed height can be shorter than the second formed height and the second formed height can be shorter than the third formed height for example.Various other embodiments are envisioned in which the first staple drivers 14940a are displaced upwardly a first distance the second staple drivers 14940b are displaced upwardly a second distance and the third staple drivers 14940c are displaced upwardly a third distance wherein one or more of the first distance the second distance and the third distance can be different.,1,2016-04-20,pm_row_0005775,component_001072,supercomponent_000441,pc_290a4a0fbbac
137086_0,EP3136686A1,EP1146692,The method of claim 1 wherein the one or more security keys comprises a link key.,When authentication is requested the storage device 42 of the ILR 38 is accessed by way of the LAN 34.The identifiers identifying the Bluetooth transceiver circuitry 18 of the mobile terminal are retrieved from the storage device 42 and provided to the Bluetooth transceiver circuitry 28 of the appropriate PBU.Such values are used as shall be described below in the authentication procedures.Once authentication is completed Bluetoothbased communications between the mobile terminal and the Bluetooth portion of the communication system is permitted.,0,2017-03-01,pm_row_0005780,component_001219,supercomponent_000250,pc_f84ac3d19a4d
156736_0,EP3061409A1,EP2510891,The surgical apparatus of Claim 18 wherein the performance parameter comprises the power consumed by the electric motor for each firing of the handle module.,In some exemplary embodiments the smart battery 301 can communicate to the user through audio andor visual feedback.For example the smart battery 301 can cause the LEDs 906 to light in a preset way.In such a case even though the microcontroller 1006 in the generator 904 controls the LEDs 906 the microcontroller 1006 receives instructions to be carried out directly from the smart battery 301.,0,2016-08-31,pm_row_0005811,component_000617,supercomponent_000427,pc_3096e181f8d0
61483_0,EP2854477A1,EP1793653,An induction cooking hob 10 including at least one induction coil 14 characterized in that the induction cooking hob 10 includes the device according to claim 11 andor the control unit according to claim 12.,The metallic vessel load determination unit 313 compares an input current detected by the input current detection unit 311 with a predetermined reference current.If it is determined that the input current is greater than the reference current the metallic vessel load determination unit 313 decides in such a manner that the cooking vessel placed on top of the heater unit is made of a metallic material and generates a determination signal indicating the presence of the metallic vessel load to output the determination signal to the heater driving determination unit 330.,0,2015-04-01,pm_row_0005826,component_000643,supercomponent_001149,pc_de36b30c0a94
59387_0,EP2860786A1,EP2461393,The secondary battery of one of preceding claims wherein an insulation coating portion 20 is at an upper or lower surface of the plurality of variable plates 12 and wherein an upper or lower noncoating portion 22 24 without an insulation coating material is at a portion respectively of the upper or lower surface of the plurality of variable plates 12.,For example the first resistance unit 371 may be made of aluminum and the second resistance unit 372 may be made of stainless steel having an electrical resistance value higherthan that of the first resistance unit 371.The second resistance unit 372 has an electrical resistance value higher than the electrical resistance values of the column unit 22a the terminal plate 22d and the cap plate 20.Further the first and second resistance units 371 and 372 may be made of stainless steel and aluminum respectively.,0,2015-04-15,pm_row_0005830,component_001211,supercomponent_000234,pc_a8e5f796d82c
137091_0,EP3136686A1,EP1146692,The wireless communications device of claim 13 wherein the packet based network comprises the Internet 114.,Figure 2 illustrates portions of the radio communication system 10 shown in Figure 1.Namely Figure 2 illustrates the mobile terminal 12 the PBU 26 and the storage device 42 forming a portion of the ILR 38.Signaling between the mobile terminal 12 and the PBU 26 by way of a Bluetooth radio link is further illustrated in the Figure as is also signaling between the PBU 26 and the storage device 42.Operation of an embodiment of the present invention by which to facilitate authentication procedures is described as follows.It should be noted that while reference shall be made to the mobile terminal and PBU 26 signaling actually is effectuated between the Bluetooth transceiver circuitry 18 and 28 of the respective devices.,0,2017-03-01,pm_row_0005884,component_001219,supercomponent_000250,pc_f84ac3d19a4d
142731_0,EP3007419A1,EP2501114,Host interface circuit IF1 to be implemented in a host device HDEV with a processing unit HPROC the host interface circuit IF1 suitable for coupling the host device HDEV to an accessory device ADEV via a data cable 4PAC the host interface circuit IF1 comprising a power regulator PR and a legacy terminal MICS and configured tooperate in a power mode of operation when connected to an accessory device ADEV being compatible with a power supply via a first line LM of the data cable 4PACto couple the power regulator PR to the first line LM when operating in the power modeto operate in a legacy mode of operation when connected to an accessory device ADEV being not compatible with a power supply via the first line LM andto couple the legacy terminal MICS to the first line LM when operating in the legacy mode.,The electronic device 100 could be any suitable electronic device such as a smart phone having a display 13 and keyboard 15 as shown a tablet computer amedia device and so on.The electronic device 100 may be readily portable and may be handheld.,0,2016-04-13,pm_row_0005891,component_000953,supercomponent_000297,pc_e845a1d70baf
7000_0,EP2546905A1,EP2325925,The electrode assembly of any one of claims 1 to 5 wherein the first and second uncoated parts 211 221 have protruding portions that function as electrode tabs.,The electrode assembly 50 is formed of a structure in which the positive electrode 51 the negative electrode 52 and the separator 53 that are formed with a band shape are stacked.The positive uncoated region 51 b is formed at one side of the electrode assembly 50 and the first negative uncoated region not shown is formed at the other side thereof.In addition the second negative uncoated region 52b is formed at the side where the positive uncoated region 51 b is formed.,0,2013-01-16,pm_row_0005914,component_000108,supercomponent_001228,pc_6fb8a184cf28
149113_1,EP3040810A1,EP2846330,The method of claim 1 wherein the actuator is a Linear Resonant Actuator.,Thus in one embodiment a system can transform a haptic signal into a collection of vibrotactile haptic effect patterns for a standarddefinition haptic output device such as an ERM by replacing each haptic effect pattern contained within the haptic signal with one or more vibrotactile haptic effect patterns that are appropriate for the standarddefinition haptic output device.Thus the system can adapt any haptic content that is created for a highdefinition haptic output device either automatically or manually to a standarddefinition haptic output device so that the full haptic experience can be felt by a user of the standarddefinition haptic output device.Therefore a haptic designer is only required to design a haptic effect once or execute an automatic conversion of an input into a haptic effect once.The haptic effect can then be transformed into a haptic effect suitable for a standarddefinition haptic output device.This eliminates the requirement of creating a separate haptic effect for the standarddefinition haptic output device.,1,2016-07-06,pm_row_0005915,component_001031,supercomponent_000317,pc_92bbe0bad3c4
168081_1,EP3089448A1,EP2602945,A video intercom device comprising a front door slave unit and an indoor master unit or a telephone master unit that performs wireless communication with the front door slave unit wherein when the front door slave unit is registered in the indoor master unit the indoor master unit transmits a switching requesting signal for switching to a second communication method with electric power consumption lower than that of a first communication method to the front door slave unit and is switched from the first communication method by which a synchronous signal is periodically transmitted to the front door slave unit and a signal is periodically received from the front door slave unit to the second communication method by which a signal is transmitted to the front door slave unit when necessary and a signal is periodically received from the front door slave unit when waiting and wherein when the switching requesting signal is received the front door slave unit is switched from the first communication method by which a signal is transmitted to the indoor master unit when necessary and the synchronous signal is received from the indoor master unit by periodically turning on a main power source when waiting to the second communication method by which a signal is transmitted to the indoor master unit when necessary and a signal is received from the indoor master unit by periodically turning on the main power source when waiting.,The present invention has been made in consideration of these problems and an object thereof is to provide a wireless communication apparatus which is applicable to a wireless sensor using a TDMA method has low power consumption and is strong on hindrance due to wireless interference.,1,2016-11-02,pm_row_0005916,component_001094,supercomponent_000472,pc_107b0fa4cbf5
146638_0,EP3001481A1,EP2757614,The rechargeable battery of one of the preceding claims wherein the sinuous body 33a 130a 230a of the connecting member 33 130 230 includes a throughhole 33a4 134 234 through which the terminal 31 41 231 penetrates.,Meanwhile as will later be described a fastening plate 155 is formed between the first terminal plate 123 and the cap plate 150.Therefore the first terminal plate 123 and the cap plate 150 have the same polarity e.g.a first polarity.Here an amount of current flowing between the first terminal plate 123 and the cap plate 150 is controlled i.e.restrained according to the location and area of the insulating layer 156 formed in the fastening plate 155 thereby reducing heat generated when an electric short occurs between electrodes due to a needleshaped body.,0,2016-03-30,pm_row_0005963,component_001211,supercomponent_000234,pc_a8e5f796d82c
